BUSINESS_NAME,RATING,REVIEW_TEXT
Panda Express,5,"seriously good fish and chips, and you cant beat the price!"
Boston Seafood,5,"atmosphere is good. was here with the girls on saturday night and there was a live band jiving on some pretty good beats. steak tartare was done right. ribeye was cook to perfection. chilean sea bass was ok, i had better else where. the bubble drink was the star of the show and tasty."
Kaze Shabu Shabu,4,"very over priced, but the seafood was soild. my fried clam dinner was great. my girlfriends lobster roll was big, but overpriced at 30 dollars"
Dumpling Palace,5,occasionally go here for trivia nights on wednesdays. it is usually very crowded. the food is ok but service can sometimes be slow when it is that crowded.
Mandarin Wilbraham,4,"healthy alternative right in the city center, good variety with bowls, salads, sandwiches, toasts and fruit bowls"
Stephi's on Tremont,4,busy always busy and a bit overpriced make sure you have time and money but not always worth either
Kashmir Restaurant,1,"i love this place, excellent pho and noodles. to be fair i have not tried any other spots in this area, but i have never been disappointed here so can never convince myself to go elsewhere."
Live Noodles,3,"the classic urban steakhouse experience. throw your healthy eating concerns and your budget out the window and indulge with a classic cocktail, some oysters on the half shell and a big prime steak. you only live once so you should experience a meal like this at some point in your life."
Johnson's Restaurant and Dairy Bar,3,"burrito was ok, a little too much juice made it leak. id recommend viva burrito about 2 blocks away"
Tico Boston,4,"poor quality margaritas and lacking taste on upgraded options.  waitress did not engage any conversation, said just the minimum to obtain our order."
Solas Irish Pub,4,busy on fridays but worth the wait
Les Zygomates Wine Bar & Bistro,5,huge and delicious subs. real awesome employees
Frenchie Wine Bistro,4,not worth. old place. stinks of liqour. food expensive. they served me stale chicken wings for takeaway and they were careful enough to remove the receipt before delivering so that i cannot hold them liable. please avoid this place at any cost.
Empire,5,nice lay out
Temazcal Tequila Cantina,5,"ordered catering from here, and the food was great. it was done on time. just had to wait on that long line. great service"
Top of the Hub,4,high price.long wait.poor service.rude staff.forget it!!!. such make the food taste bad in mouth.
Lady M Cake Boutique,5,"mezcal was good try the oaxaca. the margarita was meh, and drinksfood are over priced. the food was of good quality but i could get the same meal for half the price in east boston. service was also three star worthy average."
Genki Ya - Boston,5,some of the best ramen here in new england. there are some really excellent veigiatian offerings and the staff is super friendly. i gave it 4 stars because there are only 9 seats but i think the restaurant next door allows larger groups for the ramen place
La Tapatia Taqueria,4,"we frequently dine at theos  it is reliably delicious. it is certainly cozy with just a few tables, but the long line outside can attest to its greatness. believe me, the line is worth it. and it does move quickly in this nofuss restuarant. everything is prepared in the openconcept kitchen. be warned, they use a fair amount of butter when cooking everything on the griddle. i mean, there is a butter beneath the mound of potatoes cooking. but it is amazing that way. the best potatoes ive had. the menu is elaborate, and there is something to please everyone. the sweet tooths, those who prefer a savory breakfast. my only complaint is that it is cash only. i will return here always."
Penang Malaysian Cuisine,5,food was excellent and the prices were so reasonable for the portion. especially on newbury street! i will be going again!
Joe's On Newbury,5,awful the mobile ordering charge me for 2 orders!!!
Yankee Lobster,5,great smoothies and such an abundant choice
Carmelina's,5,good pizza if you like greek style pizza.
No.9 Park,5,some of the food was nice while others were disappointing and the staff was extremely friendly.
U&D Kitchen,5,great restaurantbar. they also have live music and great food. recommended
The Bebop,4,"amazing food, looking for a good meditarrean restaurent from long back , found one . will visit again."
Lady M Cake Boutique,5,we are visiting boston we heard durbin park resturant was great place to go. the food was great too. the staff was kind especially frank. thanks!
The Maiden,1,"excellent service, awesome food and great amount of food for your money."
Wonder Spice Cafe,4,food and service impeccable.  clean comfortable atmosphere. music was at a pleasant volume. prices for what i ordered were very reasonable. i will be back.
Friendly's,5,love my chicken
Jim's Pizza,4,"good, cheap, cheese pizza. a staple."
Casa Verde Taqueria,5,fantastic authentic italian food that wont break your bank account!
La Parrilla Restaurant,5,i dont remember i was here
Thinking Cup,5,"the food here was incredible! unique, nola inspired takes on dishes youd see on menus elsewhere but much more flavor. excellent drinks, too!"
Milkweed,3,average prices for the meals and very interesting atmosphere but surprisingly enough they took plastic for payment.
Santouka Back Bay,5,this is one of the new style panera restaurants. the interior is bright and modern. the food is typical panera.  i prefer this panera over the others in the general area. bonus points for a drive thru if thats your style.
QDOBA Mexican Eats,4,allvegan menu is great. the guac burger and chipotle aioli is my favorite
KFC,4,this used to be my go to for ramen precovid. i went there last week and it wasnt the same. the broth was a bit too salty and the soft boiled eggs were overcooked. i also had veggie gyoza and discovered that the dipping sauce that is amazing btw was missing. unfortunately i dont think ill be back for a while.
Hei La Moon Restaurant,5,translated by google the dreamer vicenteoriginalel soador vicente
Pasta Beach Boston,4,very good neopolitan pizza
South Street Diner,5,"my work lunch go too! love their mongolian steak bowl. i usually get it with brocolli instead of rice, its very tasty.  service at the bar is notably good."
Outlook Kitchen,5,"the food was delicious,  fresh and steamy hot.  three staff was happy to help with our menu choices.  and the service,  wow, the service was amazing.  i aim a big fan."
Sportello,5,"translated by google excellent fried noodles, flavors and aromas very delicate and difficult to describe. the menu offers milk tea with a good combination of flavors. they gave us very attentive service. our order was served in a few minutes. i recommend itoriginalexcelente los fideos fritos, sabores y aromas muy delicados y difcil de describir. el men ofrece milk tea con buena combinacin de sabores. nos brindaron un servicio muy atento. nuestra orden fueron servidas en pocos minutos. lo recomiendo"
